# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
TMIGD3	ENSG00000121933	ENST00000369716	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TMOD1	ENSG00000136842	ENST00000259365	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TMOD2	ENSG00000128872	ENST00000249700	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TMPRSS11B	ENSG00000185873	ENST00000332644	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TMPRSS11CP	ENSG00000232398	ENST00000453277	unprocessed_pseudogene	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
TMPRSS11GP	ENSG00000229009	ENST00000431070	transcribed_unprocessed_pseudogene	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
TMPRSS15	ENSG00000154646	ENST00000284885	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TMPRSS3	ENSG00000160183	ENST00000433957	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TMPRSS5	ENSG00000166682	ENST00000299882	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TMPRSS9	ENSG00000178297	ENST00000648592	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TMT1AP1	ENSG00000257649	ENST00000547343	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TMTC1	ENSG00000133687	ENST00000551659	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
TMTC2	ENSG00000179104	ENST00000321196	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TMTC3	ENSG00000139324	ENST00000266712	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TMTC4	ENSG00000125247	ENST00000342624	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TMX1	ENSG00000139921	ENST00000457354	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TMX2P1	ENSG00000213839	ENST00000436507	transcribed_processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TMX4	ENSG00000125827	ENST00000246024	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TNC	ENSG00000041982	ENST00000350763	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TNFAIP2	ENSG00000185215	ENST00000559255	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TNFAIP6	ENSG00000123610	ENST00000243347	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TNFAIP8	ENSG00000145779	ENST00000513374	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TNFAIP8L3	ENSG00000183578	ENST00000327536	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TNFRSF10A	ENSG00000104689	ENST00000221132	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TNFRSF10D	ENSG00000173530	ENST00000312584	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TNFRSF11A	ENSG00000141655	ENST00000586569	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TNFRSF19	ENSG00000127863	ENST00000382258	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TNFRSF21	ENSG00000146072	ENST00000296861	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
TNFRSF8	ENSG00000120949	ENST00000263932	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TNFSF12	ENSG00000239697	ENST00000700015	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TNFSF12-TNFSF13	ENSG00000248871	ENST00000293826	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TNFSF13	ENSG00000161955	ENST00000338784	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TNFSF13B	ENSG00000102524	ENST00000375887	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TNFSF4	ENSG00000117586	ENST00000281834	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TNIK	ENSG00000154310	ENST00000436636	protein_coding	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0
TNIP3	ENSG00000050730	ENST00000509841	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TNK2	ENSG00000061938	ENST00000381916	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TNKS	ENSG00000173273	ENST00000310430	protein_coding	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0	0	0	0
TNKS2	ENSG00000107854	ENST00000710380	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TNN	ENSG00000120332	ENST00000239462	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TNNC1	ENSG00000114854	ENST00000232975	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TNNI3K	ENSG00000116783	ENST00000326637	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TNNT3	ENSG00000130595	ENST00000397301	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TNP1	ENSG00000118245	ENST00000236979	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TNP2	ENSG00000178279	ENST00000312693	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TNPO3	ENSG00000064419	ENST00000471166	protein_coding	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	0
TNR	ENSG00000116147	ENST00000367674	protein_coding	0	1	0	9	0	1	1	1	7	0	0	0	0	0	0	0	0	0
TNR-IT1	ENSG00000235628	ENST00000455447		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TNRC18	ENSG00000182095	ENST00000399537	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TNRC18P1	ENSG00000249661	ENST00000502875	processed_pseudogene	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TNRC6A	ENSG00000090905	ENST00000395799	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0
TNRC6B	ENSG00000100354	ENST00000454349	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	1
TNRC6C	ENSG00000078687	ENST00000636222	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
TNS1	ENSG00000079308	ENST00000646520	protein_coding	0	0	0	6	1	0	0	0	4	0	0	0	0	0	0	0	0	1
TNS1-AS1	ENSG00000223923	ENST00000654642		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TNS3	ENSG00000136205	ENST00000705350	protein_coding	0	0	0	6	0	0	0	1	5	0	0	0	0	0	0	0	0	0
TNXB	ENSG00000168477	ENST00000647633	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1
TOE1	ENSG00000132773	ENST00000372090	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TOGARAM2	ENSG00000189350	ENST00000379558	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
TOLLIP	ENSG00000078902	ENST00000317204	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TOM1	ENSG00000100284	ENST00000411850	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TOM1L1	ENSG00000141198	ENST00000575882	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TOM1L2	ENSG00000175662	ENST00000379504	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
TOMM20	ENSG00000173726	ENST00000366607	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TOMM20L	ENSG00000196860	ENST00000360945	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TOMM20P3	ENSG00000263935	ENST00000579772	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TOMM34	ENSG00000025772	ENST00000372813	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TOMM6	ENSG00000214736	ENST00000398881	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TOMM7	ENSG00000196683	ENST00000372879	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TOMM70	ENSG00000154174	ENST00000284320	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TONSL	ENSG00000160949	ENST00000409379	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TONSL-AS1	ENSG00000232600	ENST00000442850		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TOP1	ENSG00000198900	ENST00000361337	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TOP1MT	ENSG00000184428	ENST00000329245	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TOP2A	ENSG00000131747	ENST00000423485	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TOP3BP1	ENSG00000228050	ENST00000420768	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TOP6BL	ENSG00000173715	ENST00000525908	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
TOPAZ1	ENSG00000173769	ENST00000309765	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TOPBP1	ENSG00000163781	ENST00000260810	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TOPORS	ENSG00000197579	ENST00000360538	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TOR3A	ENSG00000186283	ENST00000367627	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TOX	ENSG00000198846	ENST00000361421	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
TOX2	ENSG00000124191	ENST00000341197	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
TOX3	ENSG00000103460	ENST00000219746	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
TOX4	ENSG00000092203	ENST00000448790	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TP53AIP1	ENSG00000120471	ENST00000531399	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TP53BP1	ENSG00000067369	ENST00000382044	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TP53I3	ENSG00000115129	ENST00000238721	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TP53TG1	ENSG00000182165	ENST00000661943		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TP63	ENSG00000073282	ENST00000264731	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
TP73	ENSG00000078900	ENST00000378295	protein_coding	0	0	1	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0
TPBGL	ENSG00000261594	ENST00000562197	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TPCN1	ENSG00000186815	ENST00000541517	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TPCN2	ENSG00000162341	ENST00000294309	protein_coding	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	0	0	1
TPD52	ENSG00000076554	ENST00000520527	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TPD52L2	ENSG00000101150	ENST00000217121	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TPGS2	ENSG00000134779	ENST00000590842	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TPH1	ENSG00000129167	ENST00000528338	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TPK1	ENSG00000196511	ENST00000360057	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TPM2	ENSG00000198467	ENST00000329305	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TPM3	ENSG00000143549	ENST00000271850	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TPM3P7	ENSG00000187536	ENST00000338274	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TPM3P8	ENSG00000183022	ENST00000330554	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TPM4	ENSG00000167460	ENST00000646974	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TPO	ENSG00000115705	ENST00000329066	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TPP2	ENSG00000134900	ENST00000376052	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
TPPP	ENSG00000171368	ENST00000360578	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
TPR	ENSG00000047410	ENST00000367478	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TPRA1	ENSG00000163870	ENST00000355552	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TPRG1	ENSG00000188001	ENST00000345063	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TPRG1-AS2	ENSG00000230115	ENST00000425454		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TPRG1LP1	ENSG00000269097	ENST00000598702	transcribed_processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TPRKBP1	ENSG00000231911	ENST00000456243	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TPRX1	ENSG00000178928	ENST00000535759	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TPRXL	ENSG00000180438	ENST00000636198	transcribed_processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TPRXL	ENSG00000292995	ENST00000424053		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
TPSD1	ENSG00000095917	ENST00000211076	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TPSP2	ENSG00000260284	ENST00000561760	transcribed_unitary_pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TPST1	ENSG00000169902	ENST00000304842	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
TPST2	ENSG00000128294	ENST00000338754	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TPT1P5	ENSG00000214108	ENST00000511433	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TPT1P8	ENSG00000219491	ENST00000510120	transcribed_processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TPTE2	ENSG00000132958	ENST00000696858	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TPTE2-AS1	ENSG00000225316	ENST00000841739		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TPTE2P6	ENSG00000205822	ENST00000445572	transcribed_unprocessed_pseudogene	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TRA2B	ENSG00000136527	ENST00000453386	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TRABD2A	ENSG00000186854	ENST00000409520	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TRABD2B	ENSG00000269113	ENST00000606738	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TRAF2	ENSG00000127191	ENST00000247668	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TRAF3	ENSG00000131323	ENST00000392745	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TRAF3IP1	ENSG00000204104	ENST00000373327	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TRAF3IP2	ENSG00000056972	ENST00000699910	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TRAIP	ENSG00000183763	ENST00000331456	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TRAJ1	ENSG00000211888	ENST00000390536	TR_J_gene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TRAJ10	ENSG00000211879	ENST00000390527	TR_J_gene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TRAJ17	ENSG00000211872	ENST00000390520	TR_J_gene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TRAJ18	ENSG00000211871	ENST00000390519	TR_J_gene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TRAJ19	ENSG00000211870	ENST00000390518	TR_J_gene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TRAJ2	ENSG00000211887	ENST00000390535	TR_J_gene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TRAJ20	ENSG00000211869	ENST00000390517	TR_J_gene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TRAJ21	ENSG00000211868	ENST00000390516	TR_J_gene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TRAJ22	ENSG00000211867	ENST00000390515	TR_J_gene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TRAJ23	ENSG00000211866	ENST00000390514	TR_J_gene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TRAJ24	ENSG00000211865	ENST00000390513	TR_J_gene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TRAJ25	ENSG00000211864	ENST00000390512	TR_J_gene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TRAJ26	ENSG00000211863	ENST00000390511	TR_J_gene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TRAJ3	ENSG00000211886	ENST00000390534	TR_J_gene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TRAJ4	ENSG00000211885	ENST00000390533	TR_J_gene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TRAJ5	ENSG00000211884	ENST00000390532	TR_J_gene	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TRAJ6	ENSG00000211883	ENST00000390531	TR_J_gene	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TRAJ7	ENSG00000211882	ENST00000390530	TR_J_gene	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
TRAJ8	ENSG00000211881	ENST00000390529	TR_J_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TRAJ9	ENSG00000211880	ENST00000390528	TR_J_gene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TRAK1	ENSG00000182606	ENST00000673621	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TRAK2	ENSG00000115993	ENST00000332624	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
TRAM2	ENSG00000065308	ENST00000182527	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TRAM2-AS1	ENSG00000225791	ENST00000653743		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TRANK1	ENSG00000168016	ENST00000645898	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TRAP1	ENSG00000126602	ENST00000246957	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TRAPPC11	ENSG00000168538	ENST00000334690	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TRAPPC12	ENSG00000171853	ENST00000324266	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TRAPPC13	ENSG00000113597	ENST00000438419	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TRAPPC4	ENSG00000196655	ENST00000533058	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TRAPPC8	ENSG00000153339	ENST00000283351	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TRAPPC9	ENSG00000167632	ENST00000438773	protein_coding	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0
TRAV1-1	ENSG00000255569	ENST00000542354	TR_V_gene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TRAV1-2	ENSG00000256553	ENST00000390423	TR_V_gene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TRAV15	ENSG00000258482	ENST00000556680	TR_V_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TRAV22	ENSG00000211802	ENST00000390450	TR_V_gene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TRAV37	ENSG00000259068	ENST00000553906	TR_V_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TRAV4	ENSG00000211778	ENST00000390426	TR_V_gene	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TRAV8-4	ENSG00000211790	ENST00000390438	TR_V_gene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TRBV25OR9-2	ENSG00000240215	ENST00000438417	TR_V_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TRD-AS1	ENSG00000251002	ENST00000656379		0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0
TRDMT1	ENSG00000107614	ENST00000377799	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TRDN	ENSG00000186439	ENST00000334268	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
TRDV1	ENSG00000211804	ENST00000390452	TR_V_gene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TREML2	ENSG00000112195	ENST00000483722	protein_coding	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0
TREML3P	ENSG00000184106	ENST00000457327	transcribed_unprocessed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TRERF1	ENSG00000124496	ENST00000541110	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TRG-AS1	ENSG00000281103	ENST00000629357		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TRGV11	ENSG00000211693	ENST00000390340	TR_V_gene	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TRGVB	ENSG00000231202	ENST00000453257	TR_V_pseudogene	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
TRHDE	ENSG00000072657	ENST00000261180	protein_coding	0	0	0	4	1	0	0	0	2	0	0	0	0	0	0	0	0	1
TRHDE-AS1	ENSG00000236333	ENST00000426250		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TRIB2	ENSG00000071575	ENST00000155926	protein_coding	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
TRIM11	ENSG00000154370	ENST00000284551	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TRIM14	ENSG00000106785	ENST00000341469	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TRIM16	ENSG00000221926	ENST00000336708	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TRIM2	ENSG00000109654	ENST00000674847	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TRIM24	ENSG00000122779	ENST00000343526	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
TRIM25	ENSG00000121060	ENST00000316881	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIM3	ENSG00000110171	ENST00000345851	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
TRIM32	ENSG00000119401	ENST00000373983	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TRIM33	ENSG00000197323	ENST00000358465	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TRIM34	ENSG00000258659	ENST00000429814	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TRIM37	ENSG00000108395	ENST00000262294	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
TRIM38	ENSG00000112343	ENST00000357085	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TRIM39	ENSG00000204599	ENST00000376656	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TRIM39-RPP21	ENSG00000248167	ENST00000623385	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TRIM40	ENSG00000204614	ENST00000376724	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TRIM43CP	ENSG00000144188	ENST00000422468	transcribed_unprocessed_pseudogene	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TRIM44	ENSG00000166326	ENST00000299413	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TRIM45	ENSG00000134253	ENST00000256649	protein_coding	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0
TRIM47	ENSG00000132481	ENST00000254816	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TRIM51CP	ENSG00000249910	ENST00000505076	unprocessed_pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
